file,title,url,companies,people,fraud_types,confidence,execution_time_seconds
com-segundo-acordo-de-leniência-na-hemorragia-neoway-devolve-mais-de-r-72-milhões.json,"Com segundo acordo de leniência na Hemorragia, Neoway devolve mais de R$ 72 milhões",https://ndmais.com.br/justica/com-segundo-acordo-de-leniencia-na-hemorragia-neoway-devolve-mais-de-r-1226-milhoes/,Neoway,Jaime Leonel de Paula Junior (fundador),corrupção envolvendo empresas; lavagem de dinheiro empresarial; formação de organização criminosa empresarial,alta,4.07
com-suspeita-de-fraude-no-transporte-escolar-novo-prefeito-de-canoinhas-intervém-no-serviço.json,"Com suspeita de fraude no transporte escolar, ‘novo’ prefeito de Canoinhas intervém no serviço",https://ndmais.com.br/seguranca/com-suspeita-de-fraude-no-transporte-escolar-novo-prefeito-de-canoinhas-intervem-no-servico/,Transporte e Fretamento Santa Cruz; Coletivo Santa Cruz Ltda,Beto Passos (prefeito); Renato Pike (vice); Willian Godoy (presidente da Câmara); Zenici Dreher (secretária de Ação Social); Orildo Severgninie de Adelmo Alberti (ex-prefeito),fraude em licitação; pagamento de propina; corrupção; lavagem de dinheiro; organização criminosa,alta,8.49
começa-a-sessão-do-impeachment-acusação-se-manifesta.json,Começa a sessão do impeachment. Acusação se manifesta,https://ndmais.com.br/politica/comeca-a-sessao-do-impeachment-acusacao-se-manifesta/,Veigamed,Carlos Moisés da Silva (governador); Josué Ledra Leite (advogado); Ricardo Roesler (presidente do tribunal); Laércio Schuster (deputado); Valdir Cobalchini (deputado); Fabiano da Luz (deputado); Marcos Vieira (deputado); José Milton Scheffer (deputado); Luiz Zanelato (desembargador); Sônia Maria Schmidt (desembargador); Rosane Portela Wolff (relatora do processo); Luiz Antônio Fornerolli (desembargador); Roberto Lucas Pacheco (desembargador),corrupção envolvendo empresas; desvio de recursos públicos envolvendo empresas,alta,22.89
comissionados-indicados-por-douglas-borba-são-mantidos-nos-cargos.json,Comissionados indicados por Douglas Borba são mantidos nos cargos,https://ndmais.com.br/politica/comissionados-indicados-por-douglas-borba-sao-mantidos-nos-cargos/,Veigamed,Douglas Borba (ex-secretário da Casa Civil); Márcia Geremias Pauli (ex-superintendente de gestão administrativa da Secretaria de Estado da Saúde); Matheus Hoffmann Machado (ex-subchefe da Casa Civil); Carlos Moisés (governador); Leandro Adriano de Barros (advogado investigado); Zaida Jerônimo Rabello Petry (diretora de Ensino); Natalino Uggioni (secretário de Estado da Educação); Leonardo Secchi (professor de Administração Pública); Rodrigo Luís Kanayama (doutor em Direito Público),fraude em licitação; corrupção envolvendo empresas; desvio de recursos públicos envolvendo empresas,alta,30.22
como-funcionavam-o-caixa-2-e-a-lavagem-de-dinheiro-que-acabaram-com-três-presos.json,Como funcionavam o caixa 2 e a lavagem de dinheiro que acabaram com três presos,https://ndmais.com.br/seguranca/como-funcionavam-o-caixa-2-e-a-lavagem-de-dinheiro-que-acabaram-com-tres-presos/,C.R.P Comércio de Papel; Alfa Imunização; SCPar Porto de São Francisco do Sul; Porto de São Francisco do Sul,Cristiano Panstein (responsável pela C.R.P Comércio de Papel e presidente estadual do Patriota); Silvestre Panstein (dono da Alfa Imunização e vice-presidente do Patriota); Rafael Ferreira (gerente do braço da C.R.P Comércio de Papel em Uruguaiana); Diego Machado Enke (ex-diretor presidente da SCPar Porto de São Francisco do Sul); Fabio Schiochet (deputado federal); Douglas Borba (influenciador político); Lucas Esmeraldino (influenciador político); Lucas de Almeida (delegado da 4ª Delegacia Especializada no Combate à Corrupção de Blumenau),fraude em licitação; superfaturamento; lavagem de dinheiro; financiamento de caixa 2 para campanhas políticas; corrupção envolvendo empresas,alta,21.23
como-imobiliária-de-jaraguá-do-sul-aplicava-golpes-que-ultrapassam-r-1-milhão.json,Como imobiliária de Jaraguá do Sul aplicava golpes que ultrapassam R$ 1 milhão,https://ndmais.com.br/seguranca/como-imobiliaria-de-jaragua-do-sul-aplicava-golpes-que-ultrapassam-r-1-milhao/,Conceito Imobiliário,Schirlei Sebastiana (proprietária); Luiz Carlos Gross (delegado),estelionato,alta,8.96
compra-de-prédio-de-r-83-milhões-pela-alesc-é-legal-diz-tj.json,"Compra de prédio de R$ 83 milhões pela Alesc é legal, diz TJ",https://ndmais.com.br/justica/compra-de-predio-de-r-83-milhoes-pela-alesc-e-legal-diz-tj/,TR Assessoria e Participações Ltda.; CEF,Mário Marcondes Nascimento (deputado estadual); Silvio Dreveck (ex-presidente); Carlos Alberto de Lima Souza (diretor administrativo); Lonarte Sperling Veloso (coordenador); Paulo Henrique Moritz Martins da Silva (desembargador); Francisco Delpizzo Miranda (juiz); Luiz Fernando Boller (desembargador); Pedro Manoel Abreu (desembargador); Jorge Luiz de Borba (desembargador),fraude em licitação; superfaturamento; direcionamento de licitação,alta,48.13
computadores-e-documentos-de-sócios-da-empresa-multiplus-são-apreendidos-em-blumenau.json,Computadores e documentos de sócios da empresa Multiplus são apreendidos em Blumenau,https://ndmais.com.br/seguranca/computadores-e-documentos-de-socios-da-empresa-multiplus-sao-apreendidos-em-blumenau/,Multiplus Assessoria Ltda,Bruno Lippel (sócio); Ingomar Mueller (sócio),fraude em operações na bolsa de valores; fraude contra investidores,alta,3.72
concessionária-da-br-101-esclarece-qual-será-o-valor-do-pedágio-na-rodovia.json,Concessionária da BR-101 esclarece qual será o valor do pedágio na rodovia,https://ndmais.com.br/transito/concessionaria-da-br-101-esclarece-qual-sera-o-valor-do-pedagio-na-rodovia/,Arteris Litoral Sul,Raimundo Carreiro (ministro),superfaturamento; corrupção envolvendo empresas,alta,8.73
conexão-nd-ideli-salvatti-critica-lava-jato-e-fala-sobre-o-ex-presidente-lula.json,Conexão ND: Ideli Salvatti critica Lava Jato e fala sobre o ex-presidente Lula,https://ndmais.com.br/politica/conexao-nd-ideli-salvatti-critica-lava-jato-e-fala-sobre-o-ex-presidente-lula/,Petrobras,Ideli Salvatti (ex-senadora); Sergio Moro (ex-juiz); Nestor Cerveró (funcionário da Petrobras); Luiz Inácio Lula da Silva (ex-presidente); Paulo Alceu (jornalista),corrupção envolvendo empresas,alta,5.18
confira-as-respostas-do-governador-moisés-à-cpi-dos-respiradores.json,Confira as respostas do governador Moisés à CPI dos Respiradores,https://ndmais.com.br/politica/confira-as-repostas-do-governador-moises-a-cpi-dos-respiradores/,Veigamed; Brazilian Trading,Carlos M. Silva (Governador); Helton Zeferino (ex-Secretário de Estado da Saúde); Samuel Rodovalho; César Augustus Martins; Fábio Guasti,fraude em licitação; pagamento antecipado; contratos fraudulentos; desvio de recursos públicos,high,29.79
confira-detalhes-do-parecer-da-relatora-na-votação-do-impeachment-de-moisés.json,Confira detalhes do parecer da relatora na votação do impeachment de Moisés,https://ndmais.com.br/politica/confira-detalhes-do-parecer-da-relatora-na-votacao-do-impeachment-de-moises/,Veigamed,Carlos Moisés (governador); Rosane Portella Wolff (desembargadora); Ricardo Roesler (desembargador); José Milton Scheffer (deputado); Ivan Naatz (líder da bancada PL); Daniela Reinehr (vice-governadora),fraude em licitação; superfaturamento; corrupção envolvendo empresas; contratos fraudulentos,alta,6.13
conheça-a-blogueira-presa-por-golpes-em-sc-que-já-teve-casos-com-saulo-poncio-e-rapper-dos-eua.json,"Conheça a blogueira presa por golpes em SC, que já teve casos com Saulo Poncio e rapper dos EUA",https://ndmais.com.br/seguranca/conheca-a-blogueira-presa-por-golpes-em-sc-que-ja-teve-casos-com-saulo-poncio-e-rapper-dos-eua/,Numance,Rayane Figliuzzi (blogueira); Alexandre Navarro Júnior (líder da quadrilha); Yasmin Navarro (proprietária das máquinas); Márcia Becker (delegada da Polícia Civil do Rio de Janeiro); Attilio Guaspari Filho (delegado da 5ª DP),estelionato; golpe do motoboy,alta,11.2
conheça-o-novo-delegado-geral-da-polícia-civil-de-sc.json,Conheça o novo delegado-geral da Polícia Civil de SC,https://ndmais.com.br/seguranca/conheca-o-novo-delegado-geral-da-policia-civil-de-sc/,Iosec; Ceon,Marcos Flávio Ghizoni (delegado-geral da Polícia Civil); Akira Sato (ex-delegado-geral da Polícia Civil); Nicolas Horácio (repórter do Grupo ND); Carlos Moisés da Silva (governador); Rodrigo Schneider (chefe da Cecor); Ivan Naatz (deputado estadual),fraude em licitação; corrupção envolvendo empresas,média,6.71
conheça-os-detalhes-do-acordo-que-fez-sc-recuperar-r-50-milhões.json,Conheça os detalhes do acordo que fez SC recuperar R$ 50 milhões,https://ndmais.com.br/politica/conheca-os-detalhes-do-acordo-que-fez-sc-recuperar-r-50-milhoes/,Neoway Tecnologia Integrada Assessoria de Negócios; B3; Casan; Celesc,Jaime Leonel de Paula Junior (fundador); Carlos Moisés da Silva (governador); Cícero Barbosa (Corregedor-Geral); Clóvis Squio (auditor),fraude em licitação; superfaturamento; pagamento de propina; corrupção envolvendo empresas; lavagem de dinheiro empresarial,alta,32.86
conselho-regional-de-odontologia-suspende-registro-de-dentista-de-florianópolis-após-denúncias.json,Conselho Regional de Odontologia suspende registro de dentista de Florianópolis após denúncias,https://ndmais.com.br/saude/conselho-regional-de-odontologia-suspende-registro-de-dentista-de-florianopolis-apos-denuncias/,Hof Clinic,Anderson Silva (dentista e proprietário da Hof Clinic); Daniela Ceccon (repórter da NDTV),fraude em produtos farmacêuticos,alta,8.44
construtora-de-joinville-dá-golpe-e-deixa-vítimas-desesperadas.json,Construtora de Joinville dá golpe e deixa vítimas desesperadas,https://ndmais.com.br/seguranca/construtora-de-joinville-da-golpe-e-deixa-vitimas-desesperadas/,Feito Obra,Fábio Gotzinger (empresário); Sabrina Salfer (empresária); Janaina Martendal (técnica em enfermagem); Eliezer Miller Florindo (vítima); Adriana Florindo (vítima); Sandra Regina Lambak (empresária); Marília da Silva Cavalheiro (vítima); Antônio Hauss (mecânico),contratos fraudulentos,alta,15.98
contorno-viário-da-grande-florianópolis-uma-obra-de-atrasos.json,Contorno Viário da Grande Florianópolis: uma obra de atrasos,https://ndmais.com.br/infraestrutura/contorno-viario-da-grande-florianopolis-uma-obra-de-atrasos/,ANTT; Concessionária Autopista Litoral Sul; Arteris Litoral Sul; SeinfraRod; Gefir; TCU; MPF; Fiesc; UFSC,Raimundo Carreiro (ministro); Alisson Campos (procurador da República); Mario Cezar Aguiar (presidente da Fiesc); Adeliana Dal Pont (prefeita de São José); Camilo Martins (prefeito de Palhoça); Espiridião Amin (senador); Tarcísio de Freitas (ministro da Infraestrutura),superfaturamento; irregularidades contratuais,alta,31.65
contradições-e-desdobramentos-sobre-possível-irregularidade-em-contrato-com-porto-de-sc.json,Contradições e desdobramentos sobre possível irregularidade em contrato com porto de SC,https://ndmais.com.br/politica/contradicoes-e-desdobramentos-sobre-possivel-irregularidade-em-contrato-com-porto-de-sc/,Ceon Tecnologia & Inteligência Ltda.; Iorsec; Neoway Tecnologia Integrada Assessoria e Negócios S/A,"Akira Sato (delegado-geral da Polícia Civil de SC); Jorge Tasca (coronel, secretário da Administração); Ivan Naatz (deputado, PL); Laércio Schuster (deputado, PSB); Mariana Lixa (advogada); Izaias Otacílio da Rosa (dono da Ceon); Moacir Pereira (colunista)",fraude em licitação; corrupção envolvendo empresas,alta,9.81
controlador-geral-de-sc-confirma-novos-processos-da-operação-alcatraz-em-breve.json,Controlador-geral de SC confirma: “Novos processos da Operação Alcatraz em breve”,https://ndmais.com.br/politica/controlador-geral-de-sc-confirma-novos-processos-da-operacao-alcatraz-em-breve/,Neoway,Cristiano Socas da Silva (controlador-geral do Estado),corrupção envolvendo empresas,alta,9.72
controlador-geral-do-estado-rebate-acusação-de-omissão-em-oitiva-na-cpi-dos-respiradores.json,Controlador Geral do Estado rebate acusação de omissão em oitiva na CPI dos Respiradores,https://ndmais.com.br/politica/controlador-geral-do-estado-rebate-acusacao-de-omissao-em-oitiva-na-cpi-dos-respiradores/,Veigamed,Luiz Felipe Ferreira (Controlador Geral do Estado); João Amin (deputado); Milton Hobus (deputado); Kennedy Nunes (deputado); Ivan Naatz (deputado); Valdir Cobalchini (deputado); Simone Becker (diretora geral da CGE),fraude em licitação; corrupção envolvendo empresas; desvio de recursos públicos envolvendo empresas,alta,8.46
controladoria-geral-de-sc-intima-veigamed-sobre-negociação-dos-200-respiradores-fantasmas.json,Controladoria-Geral de SC intima Veigamed sobre negociação dos 200 respiradores fantasmas,https://ndmais.com.br/saude/controladoria-geral-de-sc-intima-veigamed-sobre-negociacao-de-200-respiradores/,Veigamed,Valdor Ângelo Montagna (presidente da Comissão do Processo Administrativo de Responsabilização); Carlos Moisés (governador),fraude em licitação; desvio de recursos públicos; corrupção envolvendo empresas,alta,26.87
covid-19-sindicância-para-investigar-denúncia-de-fraudes-na-vacinação-em-urussanga.json,Covid-19: Sindicância para investigar denúncia de fraudes na vacinação em Urussanga,https://ndmais.com.br/saude/covid-19-sindicancia-para-investigar-denuncia-de-fraudes-na-vacinacao-em-urussanga/,Caixa Econômica Federal,Jair Nandi (prefeito interino); Luiz Gustavo Cancelier (prefeito afastado),fraude na aplicação de recursos públicos; desvio de recursos públicos,alta,5.68
cpi-aponta-irregularidades-no-transporte-público-de-itajaí.json,CPI aponta irregularidades no transporte público de Itajaí,https://ndmais.com.br/transportes/cpi-aponta-irregularidades-no-transporte-publico-de-itajai/,Transpiedade; Coletivo Itajaí; Viação Praiana,Fernando Pegorini (vereador); Otto Luiz Quintino Junior (relator); Edson Lapa (secretário); Marcelo Werner (vereador); Fabrício Marinho (vereador),fraude em licitação; contratos fraudulentos; desvio de recursos públicos; corrupção envolvendo empresas,alta,6.97
cpi-controlador-geral-promete-apontar-fraudador-nesta-quinta-feira.json,CPI: controlador geral promete apontar fraudador nesta quinta-feira,https://ndmais.com.br/noticias/cpi-controlador-geral-promete-apontar-fraudador-nesta-quinta-feira/,Cima,Samuel de Brito Rodovalho (representante da empresa Cima); Luiz Felipe Ferreira (controlador-geral do Estado),,baixa,11.57
cpi-da-chape-ouvirá-representantes-da-tokio-marine-e-aon-na-próxima-semana.json,CPI da Chape ouvirá representantes da Tokio Marine e AON na próxima semana,https://ndmais.com.br/futebol/cpi-da-chape-ouvira-representantes-da-tokio-marine-e-aon-na-proxima-semana/,Tokio Marine Klin; AON; LaMia,Brad Irick (CEO da Tokio Marine Klin); Simon Kaye (corretor da AON); Jorge Kajuru (senador); Esperidião Amim (senador); Leila Barros (senadora); Loredana Albacete (proprietária da LaMia); José Adalberto Ferrara (presidente da Tokio Marine no Brasil),fraude em apólices de seguro,média,58.88
cpi-da-covid-inicia-trabalhos-em-meio-a-polêmicas.json,CPI da Covid inicia trabalhos em meio a polêmicas,https://ndmais.com.br/politica/cpi-da-covid-inicia-trabalhos-em-meio-a-polemicas/,Transpetro; Petrobras,Omar Aziz (senador); Renan Calheiros (senador); Jorginho Mello (senador); Jader Barbalho (senador suplente); Renan Filho (governador); Helder Barbalho (governador); Arthur Lira (presidente da Câmara dos Deputados); Alessandro Vieira (senador); Jorge Kajuru (senador); Flávio Bolsonaro (senador); Humberto Costa (senador); Randolfe Rodrigues (senador); Eduardo Girão (senador); Marcos Rogério (senador); Ciro Nogueira (senador); Luiz Roberto Barroso (ministro); Jair Bolsonaro (presidente),corrupção envolvendo empresas; lavagem de dinheiro; organização criminosa,média,16.34
cpi-da-zona-azul-de-florianópolis-marca-últimos-depoimentos.json,CPI da Zona Azul de Florianópolis marca últimos depoimentos,https://ndmais.com.br/politica/cpi-da-zona-azul-de-florianopolis-marca-ultimos-depoimentos/,Dom Parking,Guilherme Pereira (PSC); César Souza Jr. (ex-prefeito),contratos fraudulentos,média,7.87
cpi-da-zona-azul-de-florianópolis-volta-em-fevereiro-com-mais-depoimentos.json,CPI da Zona Azul de Florianópolis volta em fevereiro com mais depoimentos,https://ndmais.com.br/noticias/cpi-da-zona-azul-de-florianopolis-volta-em-fevereiro-com-mais-depoimentos/,Dom Parking,Guilherme Pereira (MDB),contratos fraudulentos,média,12.22
cpi-dos-respiradores-2º-ex-chefe-da-casa-civil-será-ouvido-nesta-terça.json,CPI dos Respiradores: 2º ex-chefe da Casa Civil será ouvido nesta terça,https://ndmais.com.br/politica/cpi-dos-respiradores-2o-ex-chefe-da-casa-civil-sera-ouvido-nesta-terca/,Veigamed,Amândio João da Silva Júnior (ex-chefe da Casa Civil); Douglas Borba (ex-chefe da Casa Civil); Carlos Moisés (governador); Samuel Brito Rodovalho (empresário); Sandro Pinheiro (assessor da Secretaria de Estado do Desenvolvimento Econômico Sustentável e assessor especial da Casa Civil); Frederico Tadeu da Silva (responsável pelo Controle Interno e Ouvidoria da Secretaria de Estado da Saúde); Tyago da Silva Martins (gerente de Execução Financeira da Pasta); Sargento Lima (presidente da CPI); Ivan Naatz (relator),fraude em licitação; corrupção envolvendo empresas,alta,11.97
cpi-dos-respiradores-aponta-responsabilidade-para-antigo-e-atual-secretários-de-saúde.json,CPI dos respiradores aponta responsabilidade para antigo e atual secretários de saúde,https://ndmais.com.br/politica/cpi-dos-respiradores-aponta-responsabilidade-para-antigo-e-atual-secretarios-de-saude/,Veigamed; MMJS; JE comércio; Intelbrás,Helton de Souza Zeferino (ex-secretário da Saúde); André Motta Ribeiro (secretário da Saúde); Carlos Charlie Campos Maia (diretor de licitações e contratos); Márcia Regina Geremias Pauli (gerente administrativa); Ivan Naatz (deputado); Valdir Cobalchini (deputado); Carlos Moisés (governador); Milton Hobus (deputado); Moacir Sopelsa (ex-secretário da Agricultura); Luiz Felipe Ferreira (corregedor-geral do Estado); Carlos Roberto Costa Junior (assessor jurídico da Secretaria de Saúde),fraude em licitação; superfaturamento; corrupção envolvendo empresas; pagamento antecipado irregular,alta,13.39
cpi-dos-respiradores-aprova-requerimento-para-ouvir-o-empresário-fábio-guasti.json,CPI dos Respiradores aprova requerimento para ouvir o empresário Fábio Guasti,https://ndmais.com.br/politica/cpi-dos-respiradores-aprova-requerimento-para-ouvir-o-empresario-fabio-guasti/,Veigamed,Fábio Guasti (empresário); Ivan Naatz (deputado); João Otávio Noronha (presidente do STJ),corrupção envolvendo empresas; desvio de recursos públicos envolvendo empresas,média,7.33
cpi-dos-respiradores-as-15-perguntas-ao-governador-moisés.json,CPI dos Respiradores: as 15 perguntas ao governador Moisés,https://ndmais.com.br/saude/cpi-dos-respiradores-as-15-perguntas-ao-governador-moises/,Veigamed; Brazilian Trading,"Carlos Moisés da Silva (governador); Júlio Garcia (deputado); Douglas Borba (ex-secretário, ex-chefe da Casa Civil); Helton Zeferino (ex-secretário de Estado da Saúde); Samuel Rodovalho (representante da Veigamed); César Augustus Martins (representante da Veigamed); Fábio Guasti (representante da Veigamed)",fraude em licitação; corrupção envolvendo empresas; desvio de recursos públicos envolvendo empresas,média,39.62
cpi-dos-respiradores-documento-contradiz-servidora-e-investigação-pode-tomar-outro-rumo.json,CPI dos Respiradores: Documento contradiz servidora e investigação pode tomar outro rumo,https://ndmais.com.br/noticias/cpi-dos-respiradores-documento-contradiz-servidora-e-investigacao-pode-tomar-outro-rumo/,Veigamed; Grupo ND,Ivan Naatz (deputado); Marcia Regina Geremias Pauli (superintendente); Douglas Borba (ex-chefe da Casa Civil); Helton Zeferino (ex-secretário da Saúde); André Motta (secretário de Estado da Saúde); Eduardo Cristofoli (repórter),fraude em licitação; corrupção envolvendo empresas,alta,12.79
cpi-dos-respiradores-ex-controladora-adjunta-diz-que-saúde-recusou-apoio-da-cge.json,CPI dos Respiradores: ex-controladora adjunta diz que Saúde recusou apoio da CGE,https://ndmais.com.br/politica/ao-vivo-ex-controladora-adjunta-e-ouvida-na-cpi-dos-respiradores/,Veigamed,Simone Becker (ex-controladora adjunta); Márcia Pauli (ex-servidora); Carlos Charlie Campos Maia (diretor de Licitações e Contratos da SES); Helton Zeferino (secretário); Luiz Felipe Ferreira (titular da CGE); João Amin (deputado); Ivan Naatz (relator); Cauê Lopes Martins (representante da Brazilian Trade),fraude em licitação; contratos fraudulentos; corrupção envolvendo empresas,média,10.78
cpi-dos-respiradores-marca-reunião-fechada-para-debater-respostas-de-carlos-moisés.json,CPI dos Respiradores marca reunião fechada para debater respostas de Carlos Moisés,https://ndmais.com.br/politica/cpi-dos-respiradores-marca-reuniao-fechada-para-debater-respostas-de-carlos-moises/,Veigamed,"Carlos Moisés (governor); Ivan Naatz (deputy, relator); Sargento Lima (deputy, president of CPI); Samuel Rodovalho (entrepreneur); Ed Pereira (deputy, witness); Douglas Borba (ex-secretary of Casa Civil); Valdir Cobalchini (deputy, leader of session); Benedito Gonçalves (minister of STJ); Fernando Comin (procurator general of Santa Catarina)",fraude em licitação,média,19.45
cpi-dos-respiradores-ouve-mais-dois-servidores-da-saúde-nesta-terça.json,CPI dos respiradores ouve mais dois servidores da Saúde nesta terça,https://ndmais.com.br/politica/cpi-dos-respiradores-ouve-mais-dois-servidores-da-saude-nesta-terca/,Veigamed,José Florêncio da Rocha (coordenador do Fundo Estadual da Saúde); Débora Brum (servidora da Secretaria de Estado da Saúde); Helton Zeferino (ex-secretário de Estado da Saúde); Marcia Pauli (servidora); Fábio Guasti (intermediador); Pedro Nascimento de Araújo (diretor-executivo da Veigamed),fraude em licitação; pagamento antecipado; desvio de recursos públicos; corrupção envolvendo empresas,alta,8.63
cpi-dos-respiradores-pode-ter-acareação-entre-pivôs-do-caso-nesta-terça.json,CPI dos Respiradores pode ter acareação entre pivôs do caso nesta terça,https://ndmais.com.br/politica/cpi-dos-respiradores-pode-ter-acareacao-entre-pivos-do-caso-nesta-terca/,Veigamed,Helton Zeferino (ex-secretário de Estado da Saúde); Douglas Borba (ex-secretário da Casa Civil); Márcia Regina Geremias Pauli (ex-superintendente de Gestão Administrativa da SES); Sargento Lima (deputado); Ivan Naatz (deputado); Leandro Barros (advogado),fraude em licitação; lavagem de dinheiro; peculato,alta,12.18
cpi-dos-respiradores-questiona-governador-e-toma-mais-2-depoimentos.json,CPI dos Respiradores questiona governador e toma mais 2 depoimentos,https://ndmais.com.br/saude/cpi-dos-respiradores-questiona-governador-e-toma-mais-2-depoimentos/,Brazilian Trade,Ivan Naatz (deputado); Carlos Moisés da Silva (governador); Jorge Eduardo Tasca (secretário de Estado da Administração); Clóvis Renato Squio (gerente da CGE); Cauê Lopes Martins (representante comercial),fraude em licitação; superfaturamento; corrupção envolvendo empresas,média,11.17
cpi-dos-respiradores-relator-quer-tentar-ouvir-empresário-fabio-guasti.json,CPI dos Respiradores: relator quer tentar ouvir empresário Fabio Guasti,https://ndmais.com.br/politica/cpi-dos-respiradores-relator-quer-tentar-ouvir-empresario-fabio-guasti/,Veigamed,Fabio Guasti (empresário); Marcia Regina Geremias Pauli (ex-superintendente); Carlos Moisés (governador); Ivan Naatz (deputado),fraude em licitação; corrupção envolvendo empresas; superfaturamento,alta,11.89
cpi-dos-respiradores-relator-questiona-versão-de-ex-superintendente.json,CPI dos respiradores: relator questiona versão de ex-superintendente,https://ndmais.com.br/noticias/cpi-dos-respiradores-relator-questiona-versao-de-ex-superintendente/,Veigamed,Ivan Naatz (relator da CPI dos respiradores),contrato fraudulento; falsificação de documentos; pagamento indevido,alta,9.46
